Line Number,French Sentence,English Translation,last_run,last_score
"[41] SE
",Comment se porte ta femme ?,How's your wife?,0,0
"[42] TE
",Je ne te dois rien !,I don't owe you squat!,0,0
"[42] TE
",Je te l’ai dit !,I told you so.,0,0
"[42] TE
",Ça te va bien !,That looks good on you.,0,0
"[42] TE
",Tu te sens bien ?,Are you feeling OK?,0,0
"[42] TE
",Tu ne te souviens pas de mon nom ?,Don't you remember my name?,0,0
"[42] TE
",Tu ne te souviens de rien ?,You don't remember anything?,0,0
"[42] TE
",Tu te souviens de moi ?,Do you remember me?,0,0
"[42] TE
",Comme je suis content de te voir !,How glad I am to see you!,0,0
"[42] TE
",Pour qui tu te prends?,Who do you think you are?,0,0
"[42] TE
",Pour qui tu te prends?,Who in the world do you think you are?,0,0
"[43] PAR
",Sois vu par moi !,Be seen by me!,0,0
"[43] PAR
",Sois vue par moi !,Be seen by me!,0,0
"[43] PAR
","Tu as pris son nom, par hasard ?","You didn't happen to catch his name, did you?",0,0
"[43] PAR
",Je n'ai pas fait par exprès !,I didn't mean to!,0,0
"[43] PAR
",Soyez vu par moi !,Be seen by me!,0,0
"[43] PAR
",Soyez vue par moi !,Be seen by me!,0,0
"[43] PAR
",Qui a fini par payer la note?,Who ended up paying the bill?,0,0
"[43] PAR
",Venez par ici !,Walk this way.,0,0
"[43] PAR
",Soyez vus par moi !,Be seen by me!,0,0
"[43] PAR
",Soyez vues par moi !,Be seen by me!,0,0
"[44] QU'IL
",Fais ce qu'il dit !,Do what he says.,0,0
"[44] QU'IL
",Je ne comprends rien à ce qu'il dit,I don't understand a word of what he says.,0,0
"[44] QU'IL
",Faites ce qu'il dit !,Do what he says.,0,0
"[44] QU'IL
",Qu'est ce qu'il se passe ici ?,What's going on here?,0,0
"[44] QU'IL
",Dommage qu'il ne puisse pas venir !,It is a pity that he can't come.,0,0
"[44] QU'IL
",Mon opinion est qu'il a raison,"In my opinion, he's right.",0,0
"[44] QU'IL
",Fais en sorte qu'il en soit ainsi !,Make it so.,0,0
"[44] QU'IL
",T'es sûr qu'il n'y a pas moyen ?,You're sure there's no way?,0,0
"[44] QU'IL
",T'es sûre qu'il n'y a pas moyen ?,You're sure there's no way?,0,0
"[44] QU'IL
",Ne vous fiez pas à ce qu'il dit !,Don't trust what he says.,0,0
"[45] S'IL
",Et s'il ne veut pas me parler ?,What if he doesn't want to talk to me?,0,0
"[45] S'IL
",Et s'il dit non ?,What if he says no?,0,0
"[45] S'IL
","Entre, s'il te plaît!",Come in please!,0,0
"[45] S'IL
","Une bière, s'il vous plaît !","A beer, please.",0,0
"[45] S'IL
","Souris, s'il te plaît !",Please smile.,0,0
"[45] S'IL
",Restez en contact s'il vous plait !,Keep in touch!,0,0
"[45] S'IL
",Hola ! Viens ici s'il te plaît !,Hey! Come here please!,0,0
"[45] S'IL
","Mets ça sur ma note, s'il te plait.","Put this on my tab, please.",0,0
"[45] S'IL
",Je ne sais pas s'il est médecin.,I don't know if he's a doctor.,0,0
"[45] S'IL
",Il parle comme s'il était un expert.,He speaks as if he were an expert.,0,0
"[46] Y
",Il y a trop de choses à faire !,There are too many things to do!,0,0
"[46] Y
",Il y a un chien !,There is a dog!,0,0
"[46] Y
",Il y a un chien !,There's a dog!,0,0
"[46] Y
",Il y a un problème ?,Is there a problem?,0,0
"[46] Y
",Il y a quelqu'un ?,Is anybody here?,0,0
"[46] Y
",Il y a quelque chose entre vous?,Is there anything between you?,0,0
"[46] Y
",Tu y vas en train ou en voiture ?,Do you go by train or by car?,0,0
"[46] Y
",Il y a encore tant à faire !,There's still so much to do!,0,0
"[46] Y
",Il y a quelqu'un dans la pièce ?,Is there anyone in the room?,0,0
"[46] Y
",On y est bientôt ?,Are we nearly there yet?,0,0
"[47] N'EST
","Ce n'est pas toi, c'est moi !","It's not you, it's me!",0,0
"[47] N'EST
",Ce n'est rien !,It doesn't matter!,0,0
"[47] N'EST
",Ce n'est pas juste !,It's not fair!,0,0
"[47] N'EST
",Ce n'est pas encore fini !,We're not done yet!,0,0
"[47] N'EST
","Non, ce n'est pas moi, c'est toi !",No I'm not; you are!,0,0
"[47] N'EST
","Non, ce n'est pas moi, c'est toi !","No, it's not me. It's you!",0,0
"[47] N'EST
",Ce n'est pas mon petit ami !,He's not my boyfriend!,0,0
"[47] N'EST
",Il n'est pas mon petit ami !,He's not my boyfriend!,0,0
"[47] N'EST
","Il n'est pas là, non ?","He isn't here, is he?",0,0
"[47] N'EST
",Un chat n'est pas une personne !,A cat is not a person!,0,0
"[48] MA
",Ne va pas dans ma chambre !,Don't go in my room.,0,0
"[48] MA
",Tu ne sais pas où est ma montre ?,Do you know where my watch is?,0,0
"[48] MA
",Où est ma voiture ?,Where is my car?,0,0
"[48] MA
",Tu veux ma photo ?,You want my picture?,0,0
"[48] MA
",Ne parle pas de ma famille !,Don't talk about my family.,0,0
"[48] MA
",Où est ma montre ?,Where is my watch?,0,0
"[48] MA
",Où est ma montre ?,Where's my watch?,0,0
"[48] MA
",Où est ma montre ?,Where is my clock?,0,0
"[48] MA
",Ne dis rien à ma femme !,Don't tell my wife.,0,0
"[48] MA
",Vous voulez voir ma chambre ?,Do you want to see my bedroom?,0,0
"[49] VOTRE
",Où est votre père ?,Where is your father?,0,0
"[49] VOTRE
",Où est votre père ?,Where's your father?,0,0
"[49] VOTRE
",Où est votre maison ?,Where is your house?,0,0
"[49] VOTRE
",Qui est votre professeur ?,Who is your teacher?,0,0
"[49] VOTRE
",Qui est votre professeur ?,Who's your teacher?,0,0
"[49] VOTRE
",Comment va votre mère ?,How is your mother?,0,0
"[49] VOTRE
",Comment va votre mère ?,How's your mother?,0,0
"[49] VOTRE
",Comment va votre mère ?,How's your old lady doing?,0,0
"[49] VOTRE
",Comment va votre travail ?,How's your job?,0,0
"[49] VOTRE
",Comment s'est passé votre été ?,How was your summer?,0,0
"[50] ÊTRE
",Être ou ne pas être ?,To be or not to be?,0,0
"[50] ÊTRE
",Je vais être en retard à l’école !,I'll be late for school!,0,0
"[50] ÊTRE
","Si tu veux être aimé, aime !","If you want to be loved, love!",0,0
"[50] ÊTRE
",Ça devrait être bon !,This should be good!,0,0
"[50] ÊTRE
",Un chat n'est pas un être humain !,A cat is not a human being!,0,0
"[50] ÊTRE
",Tu dois être plus prudent !,You need to be more careful!,0,0
"[50] ÊTRE
",Vous devez être plus prudent !,You need to be more careful!,0,0
"[50] ÊTRE
","Pour être aimé, sois aimable !","In order to be loved, be lovable!",0,0
"[50] ÊTRE
","Pour être aimé, soyez aimable !","In order to be loved, be lovable!",0,0
"[50] ÊTRE
",Veuillez être honnête !,Please be honest.,0,0
"[51] TRÈS
",Je suis en très bonne santé,I'm as healthy as a horse.,0,0
"[51] TRÈS
",C'est très facile !,It's super easy!,0,0
"[51] TRÈS
","Au revoir, à très bientôt !","Goodbye, see you very soon!",0,0
"[51] TRÈS
",C'est très cher !,That is very expensive!,0,0
"[51] TRÈS
",C'est très cher !,It's very expensive.,0,0
"[51] TRÈS
","Vraiment très fort, ce Sphinx !","Really smart, that Sphinx!",0,0
"[51] TRÈS
",C'est très marrant,That's very funny.,0,0
"[51] TRÈS
",Je ne me sens pas très sûr de moi.,I don't feel very confident.,0,0
"[51] TRÈS
",Je ne me sens pas très sûre de moi.,I don't feel very confident.,0,0
"[51] TRÈS
",Il y a très peu de papier de reste.,There is very little paper left.,0,0
"[52] SI
","Tu ne peux pas le faire, si ?","You can't do it, can you?",0,0
"[52] SI
","Tu ne le veux pas vraiment, si ?","You don't really want that, do you?",0,0
"[52] SI
",Il est si grand !,It's so big!,0,0
"[52] SI
","Tu ne veux pas de cela, si ?","You don't want that, do you?",0,0
"[52] SI
","Tu ne veux pas voir ça, si ?","You don't want to see this, do you?",0,0
"[52] SI
","Je n'ai pas fait cela, si ?","I didn't do this, did I?",0,0
"[52] SI
","Tu ne veux pas vraiment ça, si ?","You don't really want that, do you?",0,0
"[52] SI
",C'est si grand !,It's so big!,0,0
"[52] SI
",Elle est si grande !,It's so big!,0,0
"[52] SI
",Elle est si grande !,She is so tall!,0,0
"[53] TEMPS
",Il est temps !,It's about time.,0,0
"[53] TEMPS
",Au temps pour moi !,My bad!,0,0
"[53] TEMPS
",Au temps pour moi !,My mistake!,0,0
"[53] TEMPS
",Il est bien temps !,It's about time.,0,0
"[53] TEMPS
",Il est plus que grand temps !,It's high time to get going!,0,0
"[53] TEMPS
",Il est grand temps !,It's about time.,0,0
"[53] TEMPS
",Je le fais tout le temps !,I do this all the time!,0,0
"[53] TEMPS
",Il fait un temps de chien,What horrible weather.,0,0
"[53] TEMPS
",Comment était le temps ?,What was the weather like?,0,0
"[53] TEMPS
",Passe du bon temps !,Have a nice time.,0,0
"[54] TOUT
",C'est tout ce que tu as ?,That all you've got?,0,0
"[54] TOUT
",Je le fais tout le temps !,I do this all the time!,0,0
"[54] TOUT
",Où est tout le monde ?,Where is everybody?,0,0
"[54] TOUT
",Où est tout le monde ?,Where's everyone?,0,0
"[54] TOUT
",Où est tout le monde ?,Where's everybody?,0,0
"[54] TOUT
",À tout à l’heure !,See you soon!,0,0
"[54] TOUT
",Je suis tout à fait d'accord !,I agree completely.,0,0
"[54] TOUT
",Où est allé tout le monde ?,Where did everybody go?,0,0
"[54] TOUT
",Comment va tout le monde ?,How's everybody doing?,0,0
"[54] TOUT
","Non, pas du tout !","Nope, not at all.",0,0
"[55] ÉTAIT
",Comment était le temps ?,What was the weather like?,0,0
"[55] ÉTAIT
",De qui était cette idée ?,Whose idea was that?,0,0
"[55] ÉTAIT
",Quel était le nom de la fille ?,What was the girl called?,0,0
"[55] ÉTAIT
",Comment était ton voyage ?,How was your trip?,0,0
"[55] ÉTAIT
",Quel était le problème ?,What was the problem?,0,0
"[55] ÉTAIT
",Quel était ce bruit ?,What was that noise?,0,0
"[55] ÉTAIT
",J'aurais aimé savoir où il était !,I wish I knew where he was!,0,0
"[55] ÉTAIT
",Comment était le mariage ?,How was the wedding?,0,0
"[55] ÉTAIT
",Comment était le concert ?,How was the concert?,0,0
"[55] ÉTAIT
",Où était la princesse ?,Where was the princess?,0,0
"[56] ÉTÉ
",Comment s'est passé votre été ?,How was your summer?,0,0
"[56] ÉTÉ
",Comment s'est passé ton été ?,How was your summer?,0,0
"[56] ÉTÉ
",Ça n'a vraiment pas été facile !,That really wasn't easy!,0,0
"[56] ÉTÉ
","Vous avez été occupé, non ?","You've been busy, haven't you?",0,0
"[56] ÉTÉ
",Quand cela a été construit ?,When was it built?,0,0
"[56] ÉTÉ
",Quel en a été le résultat ?,How did it come out?,0,0
"[56] ÉTÉ
",Tu pars cet été ?,Are you going away this summer?,0,0
"[56] ÉTÉ
",J'ai été stupide de croire cela !,It was stupid of me to believe that!,0,0
"[56] ÉTÉ
",Quel a été le résultat ?,How did it come out?,0,0
"[56] ÉTÉ
",Quel idiot j'ai été !,What a fool I've been!,0,0
"[57] N'AI
",Je n'ai rien fait !,I didn’t do anything!,0,0
"[57] N'AI
",Je n'ai pas dit ça !,I didn't say this!,0,0
"[57] N'AI
","Je n'ai pas fait cela, si ?","I didn't do this, did I?",0,0
"[57] N'AI
",Je n'ai jamais dit ça !,I've never said that!,0,0
"[57] N'AI
",Je n'ai jamais dit ça !,I never said that!,0,0
"[57] N'AI
",Je n'ai pas dit mon dernier mot !,I didn't say my last word!,0,0
"[57] N'AI
",Je n'ai pas étudié tant que ça !,I haven't studied that much!,0,0
"[57] N'AI
",Je n'ai pas fait par exprès !,I didn't mean to!,0,0
"[57] N'AI
",Je n'ai pas peur ! C'est marrant !,I'm not scared! This is fun!,0,0
"[57] N'AI
",Je n'ai pas saisi ce que tu as dit.,I didn't catch what you said.,0,0
"[58] LUI
",Tu ne le lui as pas fait dire !,That's told him!,0,0
"[58] LUI
",Ça tu ne le lui as pas fait dire !,That's told him!,0,0
"[58] LUI
",Je peux aller avec lui ?,May I go with him?,0,0
"[58] LUI
",Tu ne lui as rien dit ?,You didn't tell him anything?,0,0
"[58] LUI
",Tu ne lui as rien dit ?,You didn't tell her anything?,0,0
"[58] LUI
","Qui est le plus jeune, lui ou moi ?","Who is younger, him or me?",0,0
"[58] LUI
",Tu vas lui en parler ?,Are you going to tell him?,0,0
"[58] LUI
",Tu vas lui en parler ?,Are you going to tell her?,0,0
"[58] LUI
",Pourquoi ne pas lui parler ?,Why don't you talk to her?,0,0
"[58] LUI
",Pourquoi ne pas lui parler ?,Why don't you talk to him?,0,0
"[59] MAIS
","Non, pas moi, mais toi !","No, not me, but you!",0,0
"[59] MAIS
","Oh, mais il est venu à Tokyo seul ?","Oh, but he did come to Tokyo alone.",0,0
"[59] MAIS
",Je suis désolé mais je ne peux pas.,I'm afraid I can't.,0,0
"[59] MAIS
",Je suis désolé mais je ne peux pas.,"I'm sorry, but I can't.",0,0
"[59] MAIS
",Je veux aider mais je ne peux pas.,"I want to help, but I can't.",0,0
"[59] MAIS
",Ce n'est pas un cheval mais un âne.,"That is not a horse, but a donkey.",0,0
"[59] MAIS
",Il a essayé fort mais il a échoué.,"He tried hard, but failed.",0,0
"[59] MAIS
",Je t'entends mais je ne te vois pas.,I hear you but I don't see you.,0,0
"[59] MAIS
","Désolé, mais je vais à la maison.","I'm sorry, but I'm going home.",0,0
"[59] MAIS
",Il est anglais mais vit en Inde.,"He is a British citizen, but lives in India.",0,0
"[60] SA
",Où se trouve sa maison ?,Where is his house?,0,0
"[60] SA
",Où se trouve sa maison ?,Where is her house?,0,0
"[60] SA
",Où est sa famille ?,Where is his family?,0,0
"[60] SA
",Où est sa famille ?,Where is her family?,0,0
"[60] SA
",Qui pourrait prendre sa place ?,Who could take his place?,0,0
"[60] SA
",Quelle est sa taille ?,How tall is he?,0,0
"[60] SA
",Vous auriez sa petite sœur ?,Would you have the same thing?,0,0
"[60] SA
",Regarde sa taille !,Look at the size of it!,0,0
"[60] SA
",Quelle est sa valeur ?,Of what value is it?,0,0
"[60] SA
",Quelle est sa nationalité ?,What is his nationality?,0,0
"[61] BEAUCOUP
",C'est beaucoup !,That's a lot!,0,0
"[61] BEAUCOUP
","Ça n'a pas beaucoup de sens, si ?","This doesn't make much sense, does it?",0,0
"[61] BEAUCOUP
",Ton plan me plaît beaucoup !,I like your plan a lot!,0,0
"[61] BEAUCOUP
",Tu as beaucoup de courage !,You have a lot of nerve!,0,0
"[61] BEAUCOUP
",Vous avez beaucoup de courage !,You have a lot of nerve!,0,0
"[61] BEAUCOUP
",Merci beaucoup !,Thank you very much!,0,0
"[61] BEAUCOUP
",Merci beaucoup !,Many thanks.,0,0
"[61] BEAUCOUP
",Merci beaucoup !,Thanks a lot!,0,0
"[61] BEAUCOUP
",Merci beaucoup !,Thank you very much.,0,0
"[61] BEAUCOUP
",À Nara il y a beaucoup de cerfs !,In Nara there are lots of deer!,0,0
"[62] VEUX
",Tu ne peux pas ou tu ne veux pas ?,You can't or you won't?,0,0
"[62] VEUX
",Je ne veux pas de ça !,I don't want that.,0,0
"[62] VEUX
","Tu ne le veux pas vraiment, si ?","You don't really want that, do you?",0,0
"[62] VEUX
","Tu ne veux pas de cela, si ?","You don't want that, do you?",0,0
"[62] VEUX
","Tu ne veux pas voir ça, si ?","You don't want to see this, do you?",0,0
"[62] VEUX
","Tu ne veux pas vraiment ça, si ?","You don't really want that, do you?",0,0
"[62] VEUX
",Tu veux une voiture ?,Do you want a car?,0,0
"[62] VEUX
",Tu veux quelque chose ?,Do you want anything?,0,0
"[62] VEUX
",Tu ne veux pas savoir !,You don't want to know it!,0,0
"[62] VEUX
",Tu comprends ce que je veux dire ?,Do you see what I mean?,0,0
"[63] BIEN
",Il est bien temps !,It's about time.,0,0
"[63] BIEN
",Tout va bien ?,Are you all right?,0,0
"[63] BIEN
",Ça te va bien !,That looks good on you.,0,0
"[63] BIEN
",C'est bien le moins !,That's an understatement!,0,0
"[63] BIEN
",Tu te sens bien ?,Are you feeling OK?,0,0
"[63] BIEN
",Tu le connais aussi bien que ça ?,Do you know him that much?,0,0
"[63] BIEN
",Ça a l’air bien !,That sounds good!,0,0
"[63] BIEN
","Je suis bien ton ami, non ?","I am your friend, right?",0,0
"[63] BIEN
",Comme elle joue bien du piano !,How well she plays the piano!,0,0
"[63] BIEN
",Comme il a bien joué !,How well he played!,0,0
"[64] C'EST
","Ce n'est pas toi, c'est moi !","It's not you, it's me!",0,0
"[64] C'EST
","Non, ce n'est pas moi, c'est toi !",No I'm not; you are!,0,0
"[64] C'EST
","Non, ce n'est pas moi, c'est toi !","No, it's not me. It's you!",0,0
"[64] C'EST
",Comme c'est tard !,"Oh, how late it is!",0,0
"[64] C'EST
",Comme c'est beau !,How beautiful it is!,0,0
"[64] C'EST
",Comme c'est beau !,How beautiful!,0,0
"[64] C'EST
","Et maintenant, c'est mon tour !","And now, it's my turn!",0,0
"[64] C'EST
",Comme c'est gentil de le dire !,What a nice thing to say!,0,0
"[64] C'EST
",Comme c'est stupide de votre part !,How silly of you!,0,0
"[64] C'EST
",Comme c'est vraiment étrange !,How very curious!,0,0
"[65] J'AI
",Où est le reçu dont j'ai besoin ?,Where is the receipt that I need?,0,0
"[65] J'AI
","Moi, j'ai dormi, et toi ?","I slept, and you?",0,0
"[65] J'AI
",Dieu que j'ai faim !,"Gosh, I'm hungry.",0,0
"[65] J'AI
",Quel idiot j'ai été !,What a fool I've been!,0,0
"[65] J'AI
",Quelle idiote j'ai été !,What a fool I've been!,0,0
"[65] J'AI
",Ne me dictez pas ce que j'ai vu !,Don't tell me what I saw.,0,0
"[65] J'AI
",Ne me dicte pas ce que j'ai vu !,Don't tell me what I saw.,0,0
"[65] J'AI
",Je ne sais pas si j'ai le temps.,I don't know if I have the time.,0,0
"[65] J'AI
",Je vous ai dit que j'ai une nana.,I told you I have a girlfriend.,0,0
"[65] J'AI
",Je pense que j'ai déjà vu ce film.,I think I've seen this movie before.,0,0
"[66] VAIS
","Je vais bien, et toi ?",I'm fine. How about you?,0,0
"[66] VAIS
",Je vais être en retard à l’école !,I'll be late for school!,0,0
"[66] VAIS
",Je vais me coucher !,I'm going to bed!,0,0
"[66] VAIS
",Je vais vous chercher une chaise ?,Shall I get you a chair?,0,0
"[66] VAIS
",Je vais me mettre à pleurer !,I am about to cry!,0,0
"[66] VAIS
",Je vais la tuer pour ça !,I'm going to kill her for this!,0,0
"[66] VAIS
",Je vais le tuer pour ça !,I'm going to kill him for this!,0,0
"[66] VAIS
",Je vais vous tuer pour ça !,I'm going to kill you for this!,0,0
"[66] VAIS
",Je vais te tuer pour ça !,I'm going to kill you for this!,0,0
"[66] VAIS
",Je vais te donner une leçon !,I'll teach you a lesson!,0,0
"[67] PEUT
",Qui peut dire ce qui va arriver ?,Who can say what will happen in the future?,0,0
"[67] PEUT
",On peut écrire comme ça ?,Can I write it that way?,0,0
"[67] PEUT
",On peut écrire comme ça ?,Can I write it like that?,0,0
"[67] PEUT
",Il peut courir si vite !,He can run so fast!,0,0
"[67] PEUT
",Ça ne peut pas être ce que tu veux.,This can't be what you want.,0,0
"[67] PEUT
",Cela peut être ou ne pas être vrai.,It may or may not be true.,0,0
"[67] PEUT
",Il ne peut pas avoir lu ce livre.,He can't have read this book.,0,0
"[67] PEUT
",Tom ne peut plus nous faire de mal.,Tom can't hurt us anymore.,0,0
"[67] PEUT
",On ne peut pas vivre sur cette île.,You can't live on that island.,0,0
"[67] PEUT
",Il ne peut faire face à la vérité.,He can't handle the truth.,0,0
"[68] DEUX
",Pourquoi pas les deux ?,Why not both?,0,0
"[68] DEUX
",Quel est le plus cher des deux ?,Which is the more expensive of the two?,0,0
"[68] DEUX
",Lequel est le plus lourd des deux ?,Which is the heavier of the two?,0,0
"[68] DEUX
",Ce chien est né il y a deux mois.,This dog was born two months ago.,0,0
"[68] DEUX
",Il a fait les deux en même temps.,He did both at the same time.,0,0
"[68] DEUX
",Il a fait le travail en deux jours.,He did the work in two days.,0,0
"[68] DEUX
",Elle a deux ans de plus que toi.,She is two years older than you.,0,0
"[68] DEUX
",Elle a deux ans de plus que vous.,She is two years older than you.,0,0
"[68] DEUX
",Elle a deux ans de plus que lui.,She's two years older than him.,0,0
"[68] DEUX
",Elle a deux ans de moins que moi.,She is two years younger than me.,0,0
"[69] JAMAIS
",Ne me parle jamais plus !,Don't ever talk to me again.,0,0
"[69] JAMAIS
",Ne me parle plus jamais comme ça !,Don't ever speak to me like that!,0,0
"[69] JAMAIS
",Je n'ai jamais dit ça !,I've never said that!,0,0
"[69] JAMAIS
",Je n'ai jamais dit ça !,I never said that!,0,0
"[69] JAMAIS
",Ne fais plus jamais ça!,Don't do that never again!,0,0
"[69] JAMAIS
",Ne me rappelle plus jamais !,Don't ever call me again.,0,0
"[69] JAMAIS
",Ne me fais plus jamais attendre !,Don't ever make me wait again.,0,0
"[69] JAMAIS
",Mais tu ne m'as jamais dit ça !,But you've never told me about this!,0,0
"[69] JAMAIS
",Ne me parlez jamais plus !,Don't ever talk to me again.,0,0
"[69] JAMAIS
",Ne me faites plus jamais attendre !,Don't ever make me wait again.,0,0
"[70] QUAND
",Depuis quand ?,Since when?,0,0
"[70] QUAND
","Si pas maintenant, alors quand ?","If not now, then when?",0,0
"[70] QUAND
","Pas maintenant, alors quand ?","Not now, then when?",0,0
"[70] QUAND
","Alors, quand exactement ?","Well, when exactly?",0,0
"[70] QUAND
",Tu pars quand ?,What time will you leave?,0,0
"[70] QUAND
",Tu pars quand ?,When will you leave?,0,0
"[70] QUAND
",À quand le mariage ?,When's the wedding?,0,0
"[70] QUAND
",C'est quand ton anniversaire ?,When's your birthday?,0,0
"[70] QUAND
",Tu penses te marier quand ?,When are you planning to tie the knot?,0,0
"[70] QUAND
",De quand date cette église ?,How old is this church?,0,0
"[71] TROP
",Il y a trop de choses à faire !,There are too many things to do!,0,0
"[71] TROP
",Je suis trop heureux !,I'm too happy!,0,0
"[71] TROP
",Le temps passe trop vite !,Time passes too quickly!,0,0
"[71] TROP
",Ne regarde pas trop la télé !,Don't watch too much TV.,0,0
"[71] TROP
",Elle en ferait pas un peu trop ?,Methinks the Lady protesteth too much!,0,0
"[71] TROP
",Tu n'aurais pas trop parlé ?,Haven't you said too much?,0,0
"[71] TROP
",Le temps passe trop rapidement !,Time passes too quickly!,0,0
"[71] TROP
",Ne travaille pas trop dur !,Don't work too hard!,0,0
"[71] TROP
",Je suis trop heureuse !,I'm too happy!,0,0
"[71] TROP
",C'est trop cher !,It's too expensive!,0,0
"[72] TOUS
",Qui est le plus grand de tous ?,Who is the tallest of all?,0,0
"[72] TOUS
",Où sont tous les autres ?,Where are all the others?,0,0
"[72] TOUS
",Où sont tous les autres ?,Where's everybody else?,0,0
"[72] TOUS
",Où sont tous les autres ?,Where's everyone else?,0,0
"[72] TOUS
",Vous le voyez tous les combien ?,How often do you see him?,0,0
"[72] TOUS
",Ils sont tous morts ! tous ! tous !,They're all dead! All dead! All dead!,0,0
"[72] TOUS
",Tu ne peux pas tous nous tuer,You can't kill us all.,0,0
"[72] TOUS
",Allez tous vous faire foutre !,Fuck you all to hell!,0,0
"[72] TOUS
",Je ne les aime pas tous les deux.,I do not like both of them.,0,0
"[72] TOUS
",Je parle au nom de tous les gens.,I speak for all people.,0,0
"[73] ELLE
",Et si elle ne veut pas me parler ?,What if she doesn't want to talk to me?,0,0
"[73] ELLE
",Comme elle est belle !,How beautiful she is!,0,0
"[73] ELLE
",Et si elle dit non ?,What if she says no?,0,0
"[73] ELLE
",Comme elle joue bien du piano !,How well she plays the piano!,0,0
"[73] ELLE
","Qui ne l’aime pas, elle ?",Who doesn't love her?,0,0
"[73] ELLE
",Comme elle nage rapidement !,How fast she swims!,0,0
"[73] ELLE
",Comme elle chante bien !,How beautifully she sings!,0,0
"[73] ELLE
","Et pourtant, elle tourne !",But it does move!,0,0
"[73] ELLE
",Je suis à elle et elle est à moi.,I am hers and she is mine.,0,0
"[73] ELLE
","À la fin, elle a eu une bonne idée.","At last, she hit on a good idea.",0,0
"[74] DIRE
",Tu ne le lui as pas fait dire !,That's told him!,0,0
"[74] DIRE
",Ça tu ne le lui as pas fait dire !,That's told him!,0,0
"[74] DIRE
",Vous avez quelque chose à me dire ?,Do you have something that you want to say to me?,0,0
"[74] DIRE
",C'est peu dire !,That's an understatement!,0,0
"[74] DIRE
",Tu comprends ce que je veux dire ?,Do you see what I mean?,0,0
"[74] DIRE
",Tu vois ce que je veux dire ?,You see what I mean?,0,0
"[74] DIRE
",C'est facile à dire pour toi !,You can talk well!,0,0
"[74] DIRE
",Ça veut rien dire !,It doesn't mean anything!,0,0
"[74] DIRE
",Qui peut dire ce qui va arriver ?,Who can say what will happen in the future?,0,0
"[74] DIRE
",Vous voulez vraiment dire cela ?,Do you really mean that?,0,0
"[75] AUSSI
",C'est aussi bon que ça ?!,It's THAT good?!,0,0
"[75] AUSSI
",Tu le connais aussi bien que ça ?,Do you know him that much?,0,0
"[75] AUSSI
",Je veux aussi savoir !,I also want to know!,0,0
"[75] AUSSI
",Vous devez y aller aussi !,You should go too!,0,0
"[75] AUSSI
","Le banc est aussi là, non ?","The bench is there too, isn't it?",0,0
"[75] AUSSI
",Tu me manques aussi !,I miss you too!,0,0
"[75] AUSSI
",Je ne suis pas aussi grand que lui.,I am not as tall as he.,0,0
"[75] AUSSI
","En fait, moi aussi je veux y aller.","Actually, I'd also like to go.",0,0
"[75] AUSSI
",Je ne cours pas aussi vite que Jim.,I cannot run as fast as Jim.,0,0
"[75] AUSSI
",As-tu déjà vu un aussi bon film ?,Have you ever seen a film this good?,0,0
"[76] DOIS
",Je ne vous dois rien !,I don't owe you squat!,0,0
"[76] DOIS
",Je dois la voir !,I have to see it!,0,0
"[76] DOIS
",Je dois le voir !,I have to see it!,0,0
"[76] DOIS
",Je ne te dois rien !,I don't owe you squat!,0,0
"[76] DOIS
",Tu dois aider ta mère !,You must help your mother.,0,0
"[76] DOIS
",Tu dois essayer !,You have to try!,0,0
"[76] DOIS
",Tu dois être plus prudent !,You need to be more careful!,0,0
"[76] DOIS
",Tu dois lui donner une leçon !,You need to teach her a lesson!,0,0
"[76] DOIS
",Je dois ce que je suis à mon ami.,I owe what I am to my friend.,0,0
"[76] DOIS
",Je dois ce que je suis à mon père.,I owe what I am to my father.,0,0
"[77] DÉJÀ
",Ne me dis pas ce que je sais déjà !,Don't tell me what I already know.,0,0
"[77] DÉJÀ
","Quel est son nom, déjà ?",What's her name again?,0,0
"[77] DÉJÀ
",Tu as déjà de la barbe ?,Have you got a beard already?,0,0
"[77] DÉJÀ
",Tu pars déjà ?,You're leaving already?,0,0
"[77] DÉJÀ
",Vous partez déjà ?,You're leaving already?,0,0
"[77] DÉJÀ
",Il a dit qu'il a déjà été à Hawaii.,He said he had been to Hawaii before.,0,0
"[77] DÉJÀ
",Je pense que j'ai déjà vu ce film.,I think I've seen this movie before.,0,0
"[77] DÉJÀ
",Il me semble que j'ai déjà été ici.,I have a feeling that I have been here before.,0,0
"[77] DÉJÀ
",As-tu déjà fini de lire ce livre ?,Have you finished reading that book yet?,0,0
"[77] DÉJÀ
",Je me sens déjà assez mal comme ça.,I feel bad enough already.,0,0
"[78] COMME
",Je ne suis pas comme vous !,I'm not like you!,0,0
"[78] COMME
",Moi je ne suis pas comme vous !,I'm not like you!,0,0
"[78] COMME
",Je ne suis pas comme toi !,I'm not like you!,0,0
"[78] COMME
",Moi je ne suis pas comme toi !,I'm not like you!,0,0
"[78] COMME
",Ne me parle plus jamais comme ça !,Don't ever speak to me like that!,0,0
"[78] COMME
",C'est comme ça que tu fais !,That's how you do it!,0,0
"[78] COMME
",On peut écrire comme ça ?,Can I write it that way?,0,0
"[78] COMME
",On peut écrire comme ça ?,Can I write it like that?,0,0
"[78] COMME
",Il est beau comme un dieu !,He is beautiful like a god!,0,0
